stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
103647,Southbound Gates at McPherson,49.842001,-119.670235,103647,0,,Southbound Gates at McPherson
103648,Eastbound Salmon at Oriole,49.845660,-119.672700,103648,0,,Eastbound Salmon at Oriole
103649,Southbound Gates at Glenrosa,49.840894,-119.670246,103649,0,,Southbound Gates at Glenrosa
103650,Northbound Hwy 97 at Parkinson,50.000650,-119.402829,103650,0,,Northbound Hwy 97 at Parkinson
103651,Southbound 7920 block Hwy 97,50.002248,-119.403150,103651,0,,Southbound 7920 block Hwy 97
103652,Southbound Hwy 97 at Commonwealth,50.008185,-119.403112,103652,0,,Southbound Hwy 97 at Commonwealth
103653,Northbound Hwy 97 at Commonwealth,50.008453,-119.402790,103653,0,,Northbound Hwy 97 at Commonwealth
103654,Northbound Hwy 97 at Beaver Lake,50.020814,-119.406171,103654,0,,Northbound Hwy 97 at Beaver Lake
103655,Southbound Hwy 97 at Okanagan Centre,50.021721,-119.406719,103655,0,,Southbound Hwy 97 at Okanagan Centre
103656,Southbound Aerospace Dr  & Airport Way,49.952224,-119.383284,103656,0,,Southbound Aerospace Dr & Airport Way
103657,Southbound Hwy 97 at Pollard,50.026347,-119.405303,103657,0,,Southbound Hwy 97 at Pollard
103658,Northbound Main at Hill,50.023386,-119.404133,103658,0,,Northbound Main at Hill
103659,Southbound Okanagan Centre at Berry,50.030786,-119.410336,103659,0,,Southbound Okanagan Centre at Berry
103660,Westbound Berry at Bottom Wood Lake,50.029458,-119.402763,103660,0,,Westbound Berry at Bottom Wood Lake
103661,Northbound 10220 block Bottom Wood Lake,50.031079,-119.401975,103661,0,,Northbound 10220 block Bottom Wood Lake
103662,Southbound Okanagan Centre at Camp,50.035858,-119.411561,103662,0,,Southbound Okanagan Centre at Camp
103663,Eastbound Lodge at Bottom Wood Lake,50.034638,-119.400427,103663,0,,Eastbound Lodge at Bottom Wood Lake
103664,Eastbound Lodge at Meadow,50.034645,-119.395356,103664,0,,Eastbound Lodge at Meadow
103665,Westbound Huston at Houston,49.795643,-119.698385,103665,0,,Westbound Huston at Houston
103666,Eastbound 3580 block Lodge,50.034656,-119.393348,103666,0,,Eastbound 3580 block Lodge
103667,Northbound Buchanan at Burden,49.794582,-119.699329,103667,0,,Northbound Buchanan at Burden
103668,Southbound Okanagan Centre at Seaton,50.041273,-119.414525,103668,0,,Southbound Okanagan Centre at Seaton
103669,Westbound Huston at Shaw,49.794733,-119.701480,103669,0,,Westbound Huston at Shaw
103670,Southbound Okanagan Centre at Williams,50.044057,-119.416770,103670,0,,Southbound Okanagan Centre at Williams
103671,Northbound Buchanan at Tailyour,49.792418,-119.702556,103671,0,,Northbound Buchanan at Tailyour
103672,Southbound Huston at Lang,49.792396,-119.705515,103672,0,,Southbound Huston at Lang
103673,Northbound Lodge at Quail,50.040676,-119.391908,103673,0,,Northbound Lodge at Quail
103674,Southbound 11330 block Okanagan Centre,50.047460,-119.418336,103674,0,,Southbound 11330 block Okanagan Centre
103675,Northbound Buchanan at Hwy 97 S,49.789104,-119.707431,103675,0,,Northbound Buchanan at Hwy 97 S
103676,Northbound Lodge at Sherman,50.042989,-119.391357,103676,0,,Northbound Lodge at Sherman
103677,Southbound Okanagan Centre at Davidson,50.050028,-119.419128,103677,0,,Southbound Okanagan Centre at Davidson
103678,Northbound 11200 block Lodge,50.045133,-119.390833,103678,0,,Northbound 11200 block Lodge
103679,Westbound Woodsdale at Turtle Bay,50.049335,-119.407736,103679,0,,Westbound Woodsdale at Turtle Bay
103680,Northbound Aerospace Dr & Airport Way,49.952231,-119.383070,103680,0,,Northbound Aerospace Dr & Airport Way
103681,Westbound Woodsdale at Bottom Wood Lake,50.049339,-119.402667,103681,0,,Westbound Woodsdale at Bottom Wood Lake
103682,Southbound Trepanier Bench at Desert Pines,49.786337,-119.710721,103682,0,,Southbound Trepanier Bench at Desert Pines
103683,Westbound Woodsdale at Reiswig,50.049341,-119.397673,103683,0,,Westbound Woodsdale at Reiswig
103684,Westbound Woodsdale at Lodge,50.049365,-119.390961,103684,0,,Westbound Woodsdale at Lodge
103685,Northbound Oceola at Pretty,50.054690,-119.411244,103685,0,,Northbound Oceola at Pretty
103686,Peachland Village Mall,49.784725,-119.717883,103686,0,,Peachland Village Mall
103688,Southbound 12180 block Okanagan Centre Rd E,50.060139,-119.418608,103688,0,,Southbound 12180 block Okanagan Centre
103689,Southbound 13th St at San Clemente,49.782902,-119.723325,103689,0,,Southbound 13th St at San Clemente
103690,Northbound 13th St at Lake,49.782745,-119.723094,103690,0,,Northbound 13th St at Lake
103691,Westbound Beach at 11th St,49.781903,-119.728677,103691,0,,Westbound Beach at 11th St
103692,Northbound Beach at 8th St,49.780093,-119.732037,103692,0,,Northbound Beach at 8th St
103693,Southbound Beach at 8th St,49.780123,-119.732282,103693,0,,Southbound Beach at 8th St
103694,Southbound Beach at 6th St,49.777520,-119.733827,103694,0,,Southbound Beach at 6th St
103695,Northbound Beach at 6th St,49.776562,-119.734072,103695,0,,Northbound Beach at 6th St
103696,Northbound Beach at 5th St,49.775337,-119.734640,103696,0,,Northbound Beach at 5th St
103697,Southbound Beach at 5th St,49.775223,-119.734940,103697,0,,Southbound Beach at 5th St
103698,Southbound Beach at 4th St,49.774386,-119.735395,103698,0,,Southbound Beach at 4th St
103699,Northbound Beach at 4th St,49.774295,-119.735277,103699,0,,Northbound Beach at 4th St
103700,Northbound 5880 block Beach,49.770983,-119.738936,103700,0,,Northbound 5880 block Beach
103701,Southbound 5890 block Beach,49.770498,-119.739645,103701,0,,Southbound 5890 block Beach
103702,Westbound Princeton at Lakeview,49.769937,-119.742672,103702,0,,Westbound Princeton at Lakeview
103703,Eastbound Princeton at Princess,49.768789,-119.744641,103703,0,,Eastbound Princeton at Princess
103704,Westbound Princeton at Columbia,49.768726,-119.745336,103704,0,,Westbound Princeton at Columbia
103705,Westbound Princeton at Somerset,49.766682,-119.748253,103705,0,,Westbound Princeton at Somerset
103706,Eastbound Princeton at Somerset,49.766239,-119.748663,103706,0,,Eastbound Princeton at Somerset
103707,Northbound Princeton at Lipsett,49.764707,-119.751428,103707,0,,Northbound Princeton at Lipsett
103708,Southbound Princeton at Lipsett,49.764626,-119.751695,103708,0,,Southbound Princeton at Lipsett
103709,Eastbound Princeton at Ellison,49.762611,-119.754437,103709,0,,Eastbound Princeton at Ellison
103710,Westbound Princeton at Ellison,49.762338,-119.757100,103710,0,,Westbound Princeton at Ellison
103711,Eastbound Princeton at Whinton,49.759467,-119.760691,103711,0,,Eastbound Princeton at Whinton
103712,Westbound Princeton at Turner,49.759598,-119.761634,103712,0,,Westbound Princeton at Turner
103713,Northbound Princeton at Whinton,49.757002,-119.763564,103713,0,,Northbound Princeton at Whinton
103714,Southbound Princeton at Whinton,49.756878,-119.763989,103714,0,,Southbound Princeton at Whinton
103715,Eastbound Princeton at Vernon,49.755119,-119.766365,103715,0,,Eastbound Princeton at Vernon
103716,Westbound Princeton at Vernon,49.755062,-119.766992,103716,0,,Westbound Princeton at Vernon
103717,Westbound 5000 block Princeton,49.753777,-119.771651,103717,0,,Westbound 5000 block Princeton
103718,Eastbound 5000 block Princeton,49.753638,-119.771673,103718,0,,Eastbound 5000 block Princeton
103719,Westbound Princeton at Forest Hill,49.752414,-119.778416,103719,0,,Westbound Princeton at Forest Hill
103720,Eastbound Princeton at Forest Hill,49.752245,-119.778849,103720,0,,Eastbound Princeton at Forest Hill
103721,Westbound Princeton at Maranatha,49.752133,-119.783573,103721,0,,Westbound Princeton at Maranatha
103722,Eastbound Princeton at Maranatha,49.751980,-119.783546,103722,0,,Eastbound Princeton at Maranatha
103723,Eastbound Princeton at Bradbury,49.751976,-119.787649,103723,0,,Eastbound Princeton at Bradbury
103724,Northbound Bay at Henry,48.432432,-123.382687,103724,0,,Northbound Bay at Henry
103726,Eastbound Bay at Westbourne,48.435566,-123.363993,103726,0,,Eastbound Bay at Westbourne
103727,Eastbound Bay at Dowler,48.435413,-123.361428,103727,0,,Eastbound Bay at Dowler
103728,Westbound Bay at Dowler,48.435561,-123.361435,103728,0,,Westbound Bay at Dowler
103729,Westbound Bay at Quadra,48.435328,-123.357475,103729,0,,Westbound Bay at Quadra
103730,Eastbound Bay at Fifth,48.435166,-123.356760,103730,0,,Eastbound Bay at Fifth
103733,Westbound Bay at Cedar Hill,48.434760,-123.348070,103733,0,,Westbound Bay at Cedar Hill
103734,Eastbound Bay at Cedar Hill,48.434587,-123.347329,103734,0,,Eastbound Bay at Cedar Hill
103735,Eastbound Bay at Roseberry,48.434387,-123.343857,103735,0,,Eastbound Bay at Roseberry
103736,Westbound Bay at Roseberry,48.434501,-123.344025,103736,0,,Westbound Bay at Roseberry
103738,Eastbound Bay at Victor,48.434092,-123.337857,103738,0,,Eastbound Bay at Victor
103739,Westbound Bay at Shakespeare,48.434086,-123.335410,103739,0,,Westbound Bay at Shakespeare
103740,Eastbound Bay at Howard,48.433918,-123.334637,103740,0,,Eastbound Bay at Howard
103741,Jubilee Hospital,48.433864,-123.327352,103741,0,,Jubilee Hospital
103744,Southbound Hwy97 at WestsideS,49.881870,-119.536133,103744,0,,Southbound Hwy97 at WestsideS
103745,Northbound Hwy 97 Offramp at Sneena,49.880896,-119.534698,103745,0,,Northbound Hwy 97 Offramp at Sneena
103800,Westbound 670 block Lequime,49.835561,-119.484782,103800,0,,Westbound 670 block Lequime
103801,Eastbound 670 block Lequime,49.835512,-119.484467,103801,0,,Eastbound 670 block Lequime
103802,Southbound Lakeshore at Old Meadows,49.832564,-119.487343,103802,0,,Southbound Lakeshore at Old Meadows
103803,Southbound Lakeshore at Simeon,49.828395,-119.488805,103803,0,,Southbound Lakeshore at Simeon
103804,Southbound Lakeshore at Willms,49.826054,-119.488838,103804,0,,Southbound Lakeshore at Willms
103805,Northbound Chute Lake at Barnaby,49.809912,-119.497747,103805,0,,Northbound Chute Lake at Barnaby
103806,Southbound 5020 block Chute Lake,49.801865,-119.498081,103806,0,,Southbound 5020 block Chute Lake
103807,Northbound 5020 block Chute Lake,49.802042,-119.497603,103807,0,,Northbound 5020 block Chute Lake
103808,Southbound Chute Lake at South Crest,49.798376,-119.499105,103808,0,,Southbound Chute Lake at South Crest
103809,Northbound Chute Lake at South Crest,49.798863,-119.498774,103809,0,,Northbound Chute Lake at South Crest
103810,Westbound 5160 block Chute Lake,49.795713,-119.502598,103810,0,,Westbound 5160 block Chute Lake
103811,Westbound Chute Lake at Lark,49.795388,-119.508634,103811,0,,Westbound Chute Lake at Lark
103812,Northbound Chute Lake at Hedeman,49.794580,-119.510644,103812,0,,Northbound Chute Lake at Hedeman
103813,Eastbound Chute Lake at Lakepointe,49.790987,-119.513941,103813,0,,Eastbound Chute Lake at Lakepointe
103814,Eastbound South Perimeter at Farron,49.789369,-119.517760,103814,0,,Eastbound South Perimeter at Farron
103815,Northbound Gordon at Old Meadows,49.832381,-119.483105,103815,0,,Northbound Gordon at Old Meadows
103816,Northbound Gordon at Young,49.828929,-119.483104,103816,0,,Northbound Gordon at Young
103817,Southbound Gordon at Young,49.828434,-119.483365,103817,0,,Southbound Gordon at Young
103818,Northbound Gordon at Tozer,49.824264,-119.483043,103818,0,,Northbound Gordon at Tozer
103819,Northbound Gordon at Schafer,49.821301,-119.483020,103819,0,,Northbound Gordon at Schafer
103820,Eastbound Raymer at Wasilow,49.819330,-119.481037,103820,0,,Eastbound Raymer at Wasilow
103821,Westbound Raymer at Wasilow,49.819463,-119.481118,103821,0,,Westbound Raymer at Wasilow
103822,Northbound Raymer at Coronado,49.817277,-119.477408,103822,0,,Northbound Raymer at Coronado
103823,Eastbound McClure at Raymer,49.815741,-119.477690,103823,0,,Eastbound McClure at Raymer
103824,Eastbound McClure at Gordon,49.815764,-119.482453,103824,0,,Eastbound McClure at Gordon
103825,Southbound Gordon at McClure,49.815363,-119.483177,103825,0,,Southbound Gordon at McClure
103826,Southbound Gordon at Buck,49.813672,-119.483192,103826,0,,Southbound Gordon at Buck
103827,Eastbound Gordon at Paret,49.810943,-119.477958,103827,0,,Eastbound Gordon at Paret
103828,Westbound Gordon at Paret,49.811013,-119.477635,103828,0,,Westbound Gordon at Paret
103829,Eastbound 870 block Gordon,49.809641,-119.471665,103829,0,,Eastbound 870 block Gordon
103831,Southbound Steele at Gordon,49.805956,-119.472311,103831,0,,Southbound Steele at Gordon
103833,Eastbound Arbor View at Windsong,49.806094,-119.477386,103833,0,,Eastbound Arbor View at Windsong
103844,Southbound Princeton at Pierce,49.753154,-119.789962,103844,0,,Southbound Princeton at Pierce
103846,Northbound Innovation at Fleet,49.949482,-119.389572,103846,0,,Northbound Innovation at Fleet
103847,Southbound Innovation at Fleet,49.949573,-119.389801,103847,0,,Southbound Innovation at Fleet
103867,Southbound Hayward at Island Hwy S,49.643680,-124.936382,103867,0,,Southbound Hayward at Island Hwy S
103868,Eastbound Marine at Greig,49.645113,-124.939541,103868,0,,Eastbound Marine at Greig
103869,Westbound Island Hwy S at Hilton,49.651362,-124.956573,103869,0,,Westbound Island Hwy S at Hilton
103870,Eastbound Comox at Scott,49.679055,-124.965705,103870,0,,Eastbound Comox at Scott
103871,Eastbound 2590 block Comox,49.680756,-124.972078,103871,0,,Eastbound 2590 block Comox
103872,Westbound 2590 block Comox,49.680861,-124.971991,103872,0,,Westbound 2590 block Comox
103873,Eastbound E Ryan at Greenwood,49.714937,-124.928165,103873,0,,Eastbound E Ryan at Greenwood
103874,Westbound E Ryan at Little River,49.715098,-124.909902,103874,0,,Westbound E Ryan at Little River
104035,Northbound Mostar at Jordan,49.210817,-124.034948,104035,0,,Northbound Mostar at Jordan
104036,Eastbound Stanhope at Parkside ,49.333508,-124.345179,104036,0,,Eastbound Stanhope at Parkside
104037,Westbound Stanhope at Parkside,49.333644,-124.344616,104037,0,,Westbound Stanhope at Parkside
104038,Eastbound Stanhope at Belson,49.333556,-124.341118,104038,0,,Eastbound Stanhope at Belson
104039,Westbound Stanhope at Belson,49.333688,-124.341195,104039,0,,Westbound Stanhope at Belson
104040,Northboudn Pym at Sanderson,49.334752,-124.340369,104040,0,,Northboudn Pym at Sanderson
104041,Southbound Pym at Sanderson,49.334711,-124.340561,104041,0,,Southbound Pym at Sanderson
104042,Northbound Pym at Temple,49.336634,-124.340429,104042,0,,Northbound Pym at Temple
104043,Southbound Pym at temple,49.336640,-124.340639,104043,0,,Southbound Pym at temple
104044,Southbound McMillan at Harrison,49.320249,-124.316931,104044,0,,Southbound McMillan at Harrison
104045,Eastbound Island Hwy at Tuan,49.309302,-124.267362,104045,0,,Eastbound Island Hwy at Tuan
104046,Westbound Island Hwy at Resort Way,49.310196,-124.268437,104046,0,,Westbound Island Hwy at Resort Way
104047,Westbound Barons at Departure Bay,49.207614,-124.001737,104047,0,,Westbound Barons at Departure Bay
104048,Westbound Leon at Horne Lake,49.387341,-124.610773,104048,0,,Westbound Leon at Horne Lake
104049,Northbound Island Hwy at Lee,49.346486,-124.360676,104049,0,,Northbound Island Hwy at Lee
104050,Southbound Island Hwy at lee,49.346220,-124.360729,104050,0,,Southbound Island Hwy at lee
104051,Westbound Island Hwy at Riverside,49.315308,-124.279276,104051,0,,Westbound Island Hwy at Riverside
104052,Eastbound Island Hwy at Riverside,49.314785,-124.277869,104052,0,,Eastbound Island Hwy at Riverside
104053,Southbound 200 block Lions Way,49.401786,-124.631568,104053,0,,Southbound 200 block Lions Way
104054,Eastbound 6900 block Island Highway,49.434657,-124.674685,104054,0,,Eastbound 6900 block Island Highway
104055,Northbound Henry Morgan at Maple Guard,49.440334,-124.677281,104055,0,,Northbound Henry Morgan at Maple Guard
104056,Deep Bay,49.463909,-124.726500,104056,0,,Deep Bay
104081,Northbound Carlow at Goldstream,48.449218,-123.513097,104081,0,,Northbound Carlow at Goldstream
104082,Northbound Leigh at Goldstream,48.450012,-123.518221,104082,0,,Northbound Leigh at Goldstream
104083,Northbound Leigh at EB Hwy 1 On Ramp,48.454133,-123.519111,104083,0,,Northbound Leigh at EB Hwy 1 On Ramp
104084,Southbound Leigh at EB Hwy 1 On Ramp,48.452854,-123.518888,104084,0,,Southbound Leigh at EB Hwy 1 On Ramp
104085,Westbound Westbound Hwy 1 On Ramp at Leigh Rd,48.455554,-123.520204,104085,0,,Westbound Westbound Hwy 1 On Ramp at Leigh Rd
104086,Westbound McCallum at Shell Gas Station,48.453216,-123.511308,104086,0,,Westbound McCallum at Shell Gas Station
104087,Southbound Wishart at Allendale,48.424679,-123.491638,104087,0,,Southbound Wishart at Allendale
104088,Southbound Wishart at Tipton,48.422050,-123.493161,104088,0,,Southbound Wishart at Tipton
104089,Southbound Wishart at Stornaway,48.418995,-123.495275,104089,0,,Southbound Wishart at Stornaway
104090,Southbound Wishart at Rockwood,48.415523,-123.495416,104090,0,,Southbound Wishart at Rockwood
104091,Southbound 3480 block Wishart,48.411806,-123.498754,104091,0,,Southbound 3480 block Wishart
104092,Southbound Wishart at Bunker,48.408848,-123.500424,104092,0,,Southbound Wishart at Bunker
104093,Westbound Latoria at Bezanton,48.407180,-123.504256,104093,0,,Westbound Latoria at Bezanton
104094,Northbound Desmond at Latoria,48.411543,-123.516763,104094,0,,Northbound Desmond at Latoria
104095,Northbound Desmond at Wendy,48.413362,-123.514974,104095,0,,Northbound Desmond at Wendy
104096,Northbound Sunheights at Columbus,48.417359,-123.515510,104096,0,,Northbound Sunheights at Columbus
104097,Northbound Sunheights at Batting,48.418916,-123.514483,104097,0,,Northbound Sunheights at Batting
104098,Eastbound Sunheghts at Blue Sky,48.420019,-123.512099,104098,0,,Eastbound Sunheghts at Blue Sky
104099,Northbound Fulton at Karger,48.421234,-123.508504,104099,0,,Northbound Fulton at Karger
104100,Westbound Bexhill at Bexhill Place,48.423694,-123.510723,104100,0,,Westbound Bexhill at Bexhill Place
104101,Southbound Cuaulta at Zapata,48.426817,-123.511192,104101,0,,Southbound Cuaulta at Zapata
104102,Westbound 900 block Walfred,48.427559,-123.514014,104102,0,,Westbound 900 block Walfred
104103,Northbound Jacklin at Walfred,48.429922,-123.517657,104103,0,,Northbound Jacklin at Walfred
104104,Northbound 3227 block Jacklin,48.432934,-123.515723,104104,0,,Northbound 3227 block Jacklin
104105,Eastbound 2160 block McKenzie,48.468819,-123.312226,104105,0,,Eastbound 2160 block McKenzie
104106,Northbound McCallum at Savory,48.455492,-123.515390,104106,0,,Northbound McCallum at Savory
104107,Southbound McCallum at Savory,48.455438,-123.515585,104107,0,,Southbound McCallum at Savory
104108,Eastbound W Campus at Serpentine,48.437624,-123.475625,104108,0,,Eastbound W Campus at Serpentine
104109,Northbound Cuaulta at Zapata,48.425571,-123.509544,104109,0,,Northbound Cuaulta at Zapata
104110,Westbound Admirals at Cowper,48.456290,-123.413802,104110,0,,Westbound Admirals at Cowper
104111,Eastbound Fairfield at Penwell,48.421742,-123.364120,104111,0,,Eastbound Fairfield at Penwell
104112,Southbound Millstream at Treanor,48.464209,-123.500033,104112,0,,Southbound Millstream at Treanor
104200,Bay I at Lansdowne Exchange,50.676762,-120.326890,104200,0,,Bay I at Lansdowne Exchange
104201,Westbound Lansdowne at 4th Ave,50.676765,-120.332892,104201,0,,Westbound Lansdowne at 4th Ave
104202,Westbound Lansdowne at 2nd Ave,50.676730,-120.337401,104202,0,,Westbound Lansdowne at 2nd Ave
104203,Westbound 330 block Victoria St W,50.678303,-120.346870,104203,0,,Westbound 330 block Victoria
104204,Westbound Tranquille at Don,50.684881,-120.351350,104204,0,,Westbound Tranquille at Don
104205,Northbound Tranquille at Palm,50.686357,-120.356058,104205,0,,Northbound Tranquille at Palm
104206,Northbound Tranquille at Clapperton,50.687786,-120.357286,104206,0,,Northbound Tranquille at Clapperton
104207,Northbound Tranquille at Wood,50.688839,-120.357821,104207,0,,Northbound Tranquille at Wood
104208,Northbound Tranquille at Oak,50.692696,-120.359362,104208,0,,Northbound Tranquille at Oak
104209,Northbound Tranquille at Vernon,50.695813,-120.360431,104209,0,,Northbound Tranquille at Vernon
104210,Bay C at North Shore Exchange,50.697836,-120.359442,104210,0,,Bay C at North Shore Exchange
104211,Westbound Fortune at 8th St,50.699606,-120.363698,104211,0,,Westbound Fortune at 8th St
104212,Westbound Tranquille at 11th St,50.700475,-120.369251,104212,0,,Westbound Tranquille at 11th St
104213,Westbound Tranquille at 12th St,50.701072,-120.373176,104213,0,,Westbound Tranquille at 12th St
104214,Westbound Tranquille at Kelly,50.701502,-120.376231,104214,0,,Westbound Tranquille at Kelly
104215,Westbound Tranquille at Nicolani,50.702092,-120.380035,104215,0,,Westbound Tranquille at Nicolani
104216,Westbound Tranquille at Singh,50.702792,-120.384818,104216,0,,Westbound Tranquille at Singh
104217,Westbound Tranquille at Holt,50.701942,-120.389293,104217,0,,Westbound Tranquille at Holt
104218,Westbound Tranquille at Desmond,50.699944,-120.393625,104218,0,,Westbound Tranquille at Desmond
104219,Westbound Tranquille at Southill,50.699917,-120.398824,104219,0,,Westbound Tranquille at Southill
104220,Westbound Tranquille at Caroline,50.700062,-120.401481,104220,0,,Westbound Tranquille at Caroline
104221,Westbound Tranquille at Windbreak,50.700344,-120.404691,104221,0,,Westbound Tranquille at Windbreak
104222,Westbound Tranquille at Invermere,50.701095,-120.408701,104222,0,,Westbound Tranquille at Invermere
104223,Westbound Tranquille at Shelan,50.701622,-120.411703,104223,0,,Westbound Tranquille at Shelan
104224,Westbound Tranquille at Schreiner,50.701799,-120.416371,104224,0,,Westbound Tranquille at Schreiner
104225,Northbound Crestline at Glenview,50.702489,-120.422910,104225,0,,Northbound Crestline at Glenview
